	('Sample: RA-S6-058', 'BlockID: OXBA058', 'histology: DCIS', 'year: 2017.0', 'area L,M,S: M', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/10/19', 'bead multiplexing: 1.0', '# final reads: 21723')	('Sample: RA1-S6-011', 'BlockID: OXBA011', 'histology: DCIS', 'year: 2013.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/10/19', 'bead multiplexing: 1.0', '# final reads: 6458')	('Sample: RA2-S5-011', 'BlockID: OXBA011', 'histology: DCIS', 'year: 2013.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 1.0', 'SMART3-SEQ date: 5/10/19', 'bead multiplexing: 1.0', '# final reads: 74975')	('Sample: RA-S6-016', 'BlockID: OXBA016', 'histology: DCIS', 'year: 2013.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 92076')	('Sample: RA-S6-018', 'BlockID: OXBA018', 'histology: DCIS', 'year: 2014.0', 'area L,M,S: S', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 1.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 9201')	('Sample: RB-S6-016', 'BlockID: OXBA016', 'histology: DCIS', 'year: 2013.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 1.0', 'Necrosis 0,1: 1.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 293642')	('Sample: RB-S6-018', 'BlockID: OXBA018', 'histology: Immune', 'year: 2014.0', 'area L,M,S: S', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 8068')	('Sample: RC-S6-058', 'BlockID: OXBA058', 'histology: DCIS', 'year: 2017.0', 'area L,M,S: S', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/10/19', 'bead multiplexing: 1.0', '# final reads: 7081')	('Sample: RC-S6-031', 'BlockID: OXBA031', 'histology: DCIS', 'year: 2012.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 1.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 23890')	('Sample: RE-S6-57', 'BlockID: OXBA057', 'histology: DCIS', 'year: 2016.0', 'area L,M,S: L', 'Batch: 2', 'Dissection Q 1,2,3: 3.0', 'Necrosis 0,1: 0.0', 'SMART3-SEQ date: 5/21/19', 'bead multiplexing: 8.0', '# final reads: 220955')	('Sample: 7_23_LCM_Cap6', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 277947')	('Sample: 7_23_LCM_Cap8', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 149761')	('Sample: 7_26_LCM_NC', 'BlockID: nan', 'histology: NTC', 'year: nan', 'area L,M,S: nan', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 72833')	('Sample: 7_26_LCM_Cap2', 'BlockID: nan', 'histology: stroma', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 407383')	('Sample: 7_26_LCM_Cap3', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 235280')	('Sample: 7_26_LCM_Cap4', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 352338')	('Sample: 7_26_LCM_Cap5', 'BlockID: nan', 'histology: stroma', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 134421')	('Sample: 7_26_LCM_Cap6', 'BlockID: nan', 'histology: stroma', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 100026')	('Sample: 7_26_LCM_Cap7', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 165557')	('Sample: 7_26_LCM_Cap8', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 140980')	('Sample: 7_26_LCM_Cap9', 'BlockID: nan', 'histology: stroma', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 68885')	('Sample: 7_26_LCM_Cap10', 'BlockID: nan', 'histology: stroma', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 190973')	('Sample: 7_26_LCM_Cap11', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: L', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 215210')	('Sample: 7_26_LCM_Cap12', 'BlockID: nan', 'histology: DCIS', 'year: nan', 'area L,M,S: S', 'Batch: 1', 'Dissection Q 1,2,3: nan', 'Necrosis 0,1: nan', 'SMART3-SEQ date: nan', 'bead multiplexing: nan', '# final reads: 96901')
CACFD1	-0.7933227367376346	-0.47737831128704206	0.45777636158985996	0.5811063941299293	2.022928305654812	0.3955966478346234	-0.5353351641839023	-0.5004848228714273	0.8253172810329964	0.6905530843202023	-1.5261592346543134	-0.39043027481835335	-1.2028716756430307	-0.10113535226113247	-0.10919310327053416	0.25302322806938227	0.14559799976163385	-0.9853686787208986	-1.182580995761374	-0.20337748696341118	-0.9231284681696063	0.006760233358294804	-0.1658634828900004	-0.9542437898815906
MSL2	-0.7933227367376346	2.2442613641465203	0.8103400688504979	0.5811063941299293	-0.5197550075555663	0.9349236186463605	1.6663812155607922	-0.5004848228714273	1.6212829856342388	0.9204122134457772	0.34512202295766314	0.8014151577856748	0.1201815008484869	-0.10113535226113247	1.0785203856324117	0.7205880420240608	-1.2927563962983917	0.6642234984116189	0.6653366985339784	0.36625408841161433	0.8539988709365769	0.006760233358294804	0.43195287037821445	0.9282800365383764
ALX4	0.9264752589454968	-0.47737831128704206	-1.2124753650236555	0.023195334141392465	-0.5197550075555663	-1.5496231909585472	1.6663812155607922	-0.5004848228714273	-0.8335945621836311	-1.470694901118256	-0.7835450498044094	-0.39043027481835335	-1.2028716756430307	-1.3423199684492448	-1.2131074481564517	-0.8475727548538902	-1.2927563962983917	-0.9853686787208986	0.4566390454026042	0.36625408841161433	-0.9231284681696063	-1.2053508542991078	-0.5430436073385028	-0.9542437898815906
VHL	0.9264752589454968	-0.47737831128704206	0.923840231455341	0.023195334141392465	1.695431473672249	0.6813656188416661	1.6663812155607922	-0.5004848228714273	-0.8335945621836311	0.29760630765982055	0.34512202295766314	-0.014444902274290126	0.1201815008484869	-0.8543859537856046	1.1036872019581758	0.06271639803907693	-0.223668184004084	0.6642234984116189	-1.182580995761374	-0.20337748696341118	-0.9231284681696063	0.2160053569437471	0.33274152045158645	-0.9542437898815906
SLC25A24	-0.7933227367376346	-0.47737831128704206	0.45777636158985996	0.7272007093281087	-0.5197550075555663	0.6813656188416661	-0.5353351641839023	1.8076001156074923	-0.8335945621836311	1.3319476182459296	1.3413944809483085	1.1774005303297381	1.1029865991816687	1.35187790036378	1.213852442138062	1.3419570565622005	1.142779068968966	0.91199458323476	1.1701810344158714	1.4223794140123935	1.2529878673168149	1.6135270861231643	1.0297692236464298	0.9282800365383764
PSMB8-AS1	0.9264752589454968	-0.47737831128704206	-1.2124753650236555	-1.1880568361729504	1.695431473672249	-1.5496231909585472	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	-0.6147878528633501	0.14996134991356735	-0.014444902274290126	-1.2028716756430307	-0.2574489752546334	0.3634456128034001	-0.8475727548538902	-1.2927563962983917	0.6642234984116189	-1.182580995761374	-1.2191921154815522	-0.9231284681696063	-0.3509466680712668	-0.5430436073385028	0.1599770971581648
WIZ	0.9264752589454968	-0.47737831128704206	-1.2124753650236555	0.37519802173475053	1.695431473672249	0.5269385149953999	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	0.4009648295829887	0.14996134991356735	0.3615404702697732	-1.2028716756430307	-1.3423199684492448	0.6058816695584773	-0.4555325556344025	-0.223668184004084	0.13135211158387378	-1.182580995761374	0.36625408841161433	-0.9231284681696063	-0.3509466680712668	-0.1658634828900004	1.0889029511713115
MSN	1.9605793255794426	-0.47737831128704206	1.8518824720161942	1.1390174541184659	-0.5197550075555663	1.3429087222973208	1.6663812155607922	2.319825620493122	-0.8335945621836311	1.4904449381416935	1.2618150675445208	1.286250783649766	1.4530688387343544	1.699645687897531	1.4968123129490827	1.179245672661364	1.5515254220714676	2.0190423376351174	1.3569727541641703	1.3993311304617715	1.792225849822341	1.9231935601779655	1.5964824890711438	1.6770956392907086
GAPVD1	1.2377716016404186	-0.47737831128704206	-1.2124753650236555	0.9331090817232871	-0.5197550075555663	1.0893507224926267	1.9830121499298303	-0.5004848228714273	0.8253172810329964	1.4167175120293272	1.14920066929771	1.2345514700465254	1.1704282195065445	1.0454604985810279	0.9634190559729832	0.6840854125772167	1.3722737101048115	1.2481989960112703	1.3340929099048926	1.3233170818108027	1.6977308639046622	0.006760233358294804	0.9656768904555065	1.483537359117926
PLA2G2A	-0.7933227367376346	-0.47737831128704206	1.6537843683695934	0.023195334141392465	-0.5197550075555663	-1.5496231909585472	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	-1.470694901118256	-0.38150572663438614	-0.39043027481835335	-1.2028716756430307	-0.8543859537856046	0.3634456128034001	-1.4375807155022096	0.14559799976163385	0.46755652436038386	-1.182580995761374	-1.2191921154815522	-0.9231284681696063	-1.2053508542991078	0.2113166415585018	0.8217572281380453
PARN	-0.7933227367376346	1.9153502599889887	0.6640129094525644	0.8405202639402698	-0.5197550075555663	0.90473248375579	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	0.4883532147008433	0.7871786009533684	-0.014444902274290126	0.9330472883869557	0.49580162626983876	0.7701456497222426	0.9258453755803967	0.14559799976163385	0.6642234984116189	0.09986805089597038	-1.2191921154815522	1.4209445972571677	0.5737122583733087	-0.1658634828900004	1.483537359117926
TTI2	0.9264752589454968	-0.47737831128704206	-1.2124753650236555	-1.1880568361729504	-0.5197550075555663	0.3170003257424475	-0.5353351641839023	-0.5004848228714273	0.8253172810329964	-0.22184107620296808	0.7871786009533684	0.6650941114148846	-1.2028716756430307	0.5795602388429202	0.6058816695584773	-0.2262037403157507	0.36160487004898606	1.1970948852393641	-1.182580995761374	-0.20337748696341118	-0.9231284681696063	-0.3509466680712668	-1.3789437790897316	-0.9542437898815906
PITPNA-AS1	-0.7933227367376346	-0.47737831128704206	0.10521265432922168	-1.1880568361729504	1.695431473672249	-0.18171757297865196	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	-1.470694901118256	0.020533596535637078	-1.4203542680098256	0.8203459799538586	-0.8543859537856046	0.6058816695584773	0.5086635061028706	0.36160487004898606	0.13135211158387378	0.9773219153982589	-0.20337748696341118	-0.9231284681696063	0.006760233358294804	0.33274152045158645	-0.9542437898815906
MIR100HG	1.2377716016404186	-0.47737831128704206	1.0165766167132027	0.5811063941299293	-0.5197550075555663	0.5830379043848896	1.9830121499298303	-0.5004848228714273	-0.8335945621836311	0.7445846507571836	-0.38150572663438614	0.48258072495839877	0.6750487227079748	0.6521152492633395	0.7701456497222426	0.16583645890373713	0.14559799976163385	1.000427911188129	0.9773219153982589	-1.2191921154815522	1.579387957350113	1.0465750611081506	0.8930149959828021	1.3046686520070303
CAMSAP3	0.9264752589454968	-0.47737831128704206	-1.2124753650236555	0.8405202639402698	1.695431473672249	-0.18171757297865196	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	0.008018052922606603	-0.38150572663438614	0.3615404702697732	0.1201815008484869	-0.8543859537856046	-0.10919310327053416	-1.4375807155022096	-0.223668184004084	-0.9853686787208986	-1.182580995761374	-1.2191921154815522	-0.9231284681696063	-1.2053508542991078	0.5158348715342997	-0.9542437898815906
SRFBP1	-0.7933227367376346	-0.47737831128704206	0.8103400688504979	0.5811063941299293	-0.5197550075555663	0.5269385149953999	-0.5353351641839023	-0.5004848228714273	-0.8335945621836311	1.0237707353689454	0.14996134991356735	0.6650941114148846	0.6750487227079748	0.39673621406187004	0.3634456128034001	0.25302322806938227	-1.2927563962983917	-0.9853686787208986	-0.2569029436106633	-1.2191921154815522	-0.9231284681696063	1.2442227983684948	-1.3789437790897316	-0.9542437898815906
